;form;lemmi;postag;conteggio_lemmi;conteggio_postag
25021;Ἐσιμιφαῖον;['Ἐσιμιφαῖος'];['n-s---ma-'];1;1
25022;Αἰθίοψι;['Αἰθίοψ'];['n-p---md-'];1;1
25023;δοῦλοί;['δοῦλος'];['n-p---mn-'];1;1
25024;ἀπολειπόμενοι;['ἀπολείπω'];['v-pppemn-'];1;1
25025;ἐπιθυμίᾳ;['ἐπιθυμία'];['n-s---fd-'];1;1
25026;ἀγαθὴ;['ἀγαθός'];['a-s---fn-', 'a-s---fv-'];1;2
25027;Ἐσιμιφαίῳ;['Ἐσιμιφαῖος'];['a-s---md-'];1;1
25028;Ὁμηρίταις;['Ὁμηρῖται'];['n-p---md-'];1;1
25029;κατεστήσαντο;['καθίστημι'];['v3paim---'];1;1
25030;Ἄβραμον;['Ἄβραμος'];['n-s---ma-'];1;1
25031;Ἄβραμος;['Ἄβραμος'];['n-s---mn-'];1;1
25032;Χριστιανὸς;['Χριστιανός'];['n-s---mn-'];1;1
25033;Ἀδούλιδι;['Ἄδουλις'];['n-s---fd-'];1;1
25034;ἐργασίᾳ;['ἐργασία'];['n-s---fd-'];1;1
25035;τίσασθαί;['τίνω'];['v--anm---'];1;1
25036;ἐπαναστᾶσι;['ἐπανίστημι'];['v-papamd-'];1;1
25037;τρισχιλίων;['τρισχίλιοι'];['a-p---mg-'];1;1
25038;ὑπερφυᾶ;['ὑπερφυής'];['a-s---ma-'];1;1
25039;ἐραστὴν;['ἐραστής'];['n-s---ma-'];1;1
25040;ἀνιέντα;['ἀνίημι'];['v-sppama-'];1;1
25041;ἀναγκασθείη;['ἀναγκάζω'];['v3saop---'];1;1
25042;περισκοπεῖσθαι;['περισκοπέω'];['v--pne---'];1;1
25043;ἐδωδίμων;['ἐδώδιμος'];['a-p---ng-'];1;1
25044;εὑρόντα;['εὑρίσκω'];['v-sapama-'];1;1
25045;καταλαβόντα;['καταλαμβάνω'];['v-sapama-'];1;1
25046;ἐρωμένου;['ἐράομαι'];['v-sppeng-'];1;1
25047;ἐπανιέναι;['ἐπάνειμι'];['v--pna---'];1;1
25048;Ἀβράμῳ;['Ἄβραμος'];['n-s---md-'];1;1
25049;ἡσσηθέντες;['ἡσσάομαι'];['v-papmmn-'];1;1
25050;Ἑλλησθεαίου;['Ἑλλησθεαῖος'];['n-s---mg-'];1;1
25051;παραλαβόντι;['παραλαμβάνω'];['v-sapamd-'];1;1
25052;Ἐσιμιφαίου;['Ἐσιμιφαῖος'];['n-s---mg-'];1;1
25053;Ἰουλιανὸν;['Ἰουλιανός'];['n-s---ma-'];1;1
25054;ὁμόγνωμον;['ὁμόγνωμον'];['n-s---na-'];1;1
25055;ξυνάρασθαι;['συναίρω'];['v--anm---'];1;1
25056;ὠνούμενοί;['ὠνέομαι'];['v-pppemn-'];1;1
25057;μέταξαν;['μετάγω'];['v3paia---'];1;1
25058;ἀποδιδόμενοί;['ἀποδίδωμι'];['v-pppemn-'];1;1
25059;ποιήσωσι;['ποιέω'];['v3pasa---'];1;1
25060;κερδαίνειν;['κερδαίνω'];['v--pna---'];1;1
25061;ἀναγκασθήσονται;['ἀναγκάζω'];['v3pfip---'];1;1
25062;μετενεγκεῖν;['μεταφέρω'];['v--ana---'];1;1
25063;μέταξα;['μέταξα'];['n-s---fn-'];1;1
25064;Μηδικὴν;['Μηδικός'];['a-s---fa-'];1;1
25065;σηρικὴν;['σηρικός'];['a-s---fa-'];1;1
25066;Καϊσὸν;['Καϊσός'];['n-s---ma-'];1;1
25067;φυγάδα;['φυγάς'];['n-s---ma-'];1;1
25068;Μαδδηνοῖς;['Μαδδηνός'];['n-p---md-'];1;1
25069;καταστήσωνται;['καθίστημι'];['v3pasm---'];1;1
25070;Μαδδηνῶν;['Μαδδηνός'];['n-p---mg-'];1;1
25071;ἐσβάλωσιν;['εἰσβάλλω'];['v3pasa---'];1;1
25072;Καϊσὸς;['Καϊσός'];['a-s---mn-'];1;1
25073;φυλαρχικοῦ;['φυλαρχικός'];['a-s---ng-'];1;1
25074;παντάπασίν;['παντάπασι'];['d--------'];1;1
25075;αἴτησιν;['αἴτησις'];['n-s---fa-'];1;1
25076;οὐδέτερος;['οὐδέτερος'];['a-s---mn-'];1;1
25077;ἔμποροι;['ἔμπορος'];['a-p---mn-', 'n-p---mn-'];1;2
25078;ὅρμοις;['ὅρμος'];['n-p---md-'];1;1
25079;προσοικοῦντες;['προσοικέω'];['v-pppamn-'];1;1
25080;ἀμειψαμένοις;['ἀμείβω'];['v-papmmd-'];1;1
25081;κατατείνουσαν;['κατατείνω'];['v-sppafa-'];1;1
25082;μαχιμωτέρους;['μάχιμος'];['a-p---mac'];1;1
25083;ὡμολόγησεν;['ὁμολογέω'];['v3saia---'];1;1
25084;Περσίδα;['Περσίς'];['n-s---fa-'];1;1
25085;ἀταλαιπώρως;['ἀταλαίπωρος'];['d-------p'];1;1
25086;πελάσαντες;['πελάζω'];['v-papamn-'];1;1
25087;μαζῷ;['μαστός'];['n-s---md-'];1;1
25088;νευρὰν;['νευρά'];['n-s---fa-'];1;1
25089;ἀφίεσαν;['ἀφίημι'];['v3piia---'];1;1
25090;κωφόν;['κωφός'];['a-s---na-'];1;1
25091;οὐτιδανὸν;['οὐτιδανός'];['a-s---na-'];1;1
25092;δεχομένοις;['δέχομαι'];['v-pppemd-'];1;1
25093;γριπέων;['γριπεύς'];['n-p---mg-'];1;1
25094;ἐπιδεῖν;['ἐπιδέω'];['v--pna---'];1;1
25095;ἀποδειλιάσαντα;['ἀποδειλιάω'];['v-sapama-'];1;1
25096;ἀνενεγκεῖν;['ἀναφέρω'];['v--ana---'];1;1
25097;ἐπέραινεν;['περαίνω'];['v3siia---'];1;1
25098;οἰδαίνοντα;['οἰδάνω'];['v-sppama-'];1;1
25099;περιῃρημένος;['περιαιρέω'];['v-srpemn-'];1;1
25100;Βανδίλους;['Βανδίλος'];['n-p---ma-'];1;1
25101;φυλάξων;['φυλάσσω'];['v-sfpamn-'];1;1
25102;Χαναράγγου;['Χαναράγγης'];['n-s---mg-'];1;1
25103;Μερμερόου;['Μερμερόης'];['n-s---mg-'];1;1
25104;ἐσέβαλον;['εἰσβάλλω'];['v3paia---'];1;1
25105;Μαρτυρόπολιν;['Μαρτυρόπολις'];['n-s---fa-'];1;1
25106;ἐγκαθεζόμενοι;['ἐγκαθέζομαι'];['v-pppemn-'];1;1
25107;ἐπολιόρκουν;['πολιορκέω'];['v3piia---'];1;1
25108;Σοφανηνῇ;['Σοφανηνός'];['a-s---fd-'];1;1
25109;τεσσαράκοντά;['τεσσαράκοντα'];['a--------'];1;1
25110;Νυμφίῳ;['Νύμφιος'];['n-s---md-'];1;1
25111;προσέβαλλον;['προσβάλλω'];['v3piia---'];1;1
25112;ἀνδρείως;['ἀνδρείως'];['d--------'];1;1
25113;ἐπίδοξοι;['ἐπίδοξος'];['a-p---mn-'];1;1
25114;ἀκούσαντι;['ἀκούω'];['v-sapamd-'];1;1
25115;μαργάρου;['μάργαρον'];['n-s---ng-'];1;1
25116;θωπείαις;['θωπεία'];['n-p---fd-'];1;1
25117;ἀσπαλιέα;['ἀσπαλιεύς'];['n-s---ma-'];1;1
25118;περίβολος;['περίβολος'];['n-s---mn-'];1;1
25119;ἐπιμαχώτατος;['ἐπίμαχος'];['a-s---mns'];1;1
25120;ἁλώσιμος;['ἁλώσιμος'];['a-s---fn-'];1;1
25121;ἀξιόχρεων;['ἀξιόχρεως'];['a-s---na-'];1;1
25122;ἀμύνωνται;['ἀμύνω'];['v3ppse---'];1;1
25123;Ἀτταχᾶς;['Ἀτταχᾶς'];['n-s---mn-'];1;1
25124;ἐτόλμων;['τολμάω'];['v3piia---'];1;1
25125;περισκοπήσαντες;['περισκοπέω'];['v-papamn-'];1;1
25126;ἐπανιόντες;['ἐπάνειμι'];['v-pppamn-'];1;1
25127;ἐσαγγείλωσι;['εἰσαγγέλλω'];['v3pasa---'];1;1
25128;ὁμογενεῖς;['ὁμογενής'];['a-p---ma-'];1;1
25129;κατάσκοπός;['κατάσκοπος'];['n-s---mn-'];1;1
25130;σταλεὶς;['στέλλω'];['v-sappmn-'];1;1
25131;ἐξεῖπεν;['ἐξεῖπον'];['v3saia---'];1;1
25132;Μασσαγετῶν;['Μασσαγέται'];['n-p---mg-'];1;1
25133;ἐξίασιν;['ἔξειμι'];['v3ppia---'];1;1
25134;ἕτοιμοί;['ἕτοιμος'];['a-p---mn-'];1;1
25135;ἀναμίγνυσθαι;['ἀναμίσγω'];['v--pne---'];1;1
25136;πεῖράν;['πεῖρα'];['n-s---fa-'];1;1
25137;ἁδροῖς;['ἁδρός'];['a-p---nd-'];1;1
25138;χαρισάμενος;['χαρίζομαι'];['v-sapmmn-'];1;1
25139;Μαρτυροπολίτας;['Μαρτυροπολίτης'];['n-p---ma-'];1;1
25140;ἀγγεῖλαι;['ἀγγέλλω'];['v--ana---'];1;1
25141;ἀναπεισθέντες;['ἀναπείθω'];['v-pappmn-'];1;1
25142;Χαναράγγῃ;['Χαναράγγης'];['n-s---md-'];1;1
25143;ἀφίξεσθαι;['ἀφικνέομαι'];['v--fnm---'];1;1
25144;κατωρρώδησάν;['κατορρωδέω'];['v3paia---'];1;1
25145;διηποροῦντο;['διαπορέω'];['v3piie---'];1;1
25146;αἰτουμένῳ;['αἰτέω'];['v-sppemd-'];1;1
25147;ποθεινὰ;['ποθεινός'];['a-p---nn-'];1;1
25148;ποθεινοτέρα;['ποθεινός'];['a-s---fnc'];1;1
25149;ἀξιώτατα;['ἄξιος'];['a-p---nns'];1;1
25150;πονήρως;['πονηρός'];['d--------'];1;1
25151;ἐπιτηδειοτάτων;['ἐπιτήδειος'];['a-p---mgs'];1;1
25152;ἐκοινολογεῖτο;['κοινολογέομαι'];['v3siie---'];1;1
25153;βεβουλευμένων;['βουλεύω'];['v-prpemg-', 'v-prpeng-'];1;2
25154;ἀλογῆσαι;['ἀλογέω'];['v--ana---'];1;1
25155;δήλωσιν;['δήλωσις'];['n-s---fa-'];1;1
25156;θαρσοῦντα;['θαρσέω'];['v-sppama-'];1;1
25157;ὑπεριδεῖν;['ὑπεροράω'];['v--ana---'];1;1
25158;τολμήσωσι;['τολμάω'];['v3pasa---'];1;1
25159;διετίθετο;['διατίθημι'];['v3siie---'];1;1
25160;ἔγραφε;['γράφω'];['v3siia---'];1;1
25161;Καόσης;['Καόσης'];['n-s---mn-'];1;1
25162;θαρσῶν;['θαρσέω'];['v-sppamn-'];1;1
25163;ἐπεβάτευε;['ἐπιβατεύω'];['v3siia---'];1;1
25164;ψήφῳ;['ψῆφος'];['n-s---fd-'];1;1
25165;ἐπέτρεπε;['ἐπιτρέπω'];['v3siia---'];1;1
25166;γνῶσιν;['γιγνώσκω', 'γνῶσις'];['n-s---fa-', 'v3pasa---'];2;2
25167;ἔσεσθαί;['εἰμί'];['v--fnm---'];1;1
25168;ὑποτοπάζων;['ὑποτοπάζω'];['v-sppamn-'];1;1
25169;λόγιμοι;['λόγιμος'];['a-p---mn-'];1;1
25170;ἀναλεξάμενος;['ἀναλέγω'];['v-sapmmn-'];1;1
25171;Μαρτυροπόλει;['Μαρτυρόπολις'];['n-s---md-'];1;1
25172;δειμαίνοντες;['δειμαίνω'];['v-pppamn-'];1;1
25173;κινδυνευούσῃ;['κινδυνεύω'];['v-sppafd-'];1;1
25174;ἔπεμψάν;['πέμπω'];['v3paia---'];1;1
25175;ἔλεξαν;['λέγω'];['v3paia---'];1;1
25176;Λελήθατε;['λανθάνω'];['v2pria---'];1;1
25177;ἐσταλμένοι;['στέλλω'];['v-prpemn-'];1;1
25178;πάρεισιν;['πάρειμι'];['v3ppia---'];1;1
25179;στοργῇ;['στοργή'];['n-s---fd-'];1;1
25180;τολμήσειεν;['τολμάω'];['v3saoa---'];1;1
25181;ξυγχωρεῖτε;['συγχωρέω'];['v2ppma---'];1;1
25182;ὁμήρους;['ὅμηρος'];['n-p---ma-'];1;1
25183;τετελευτηκέναι;['τελευτάω'];['v--rna---'];1;1
25184;ἐσήγγελλε;['εἰσαγγέλλω'];['v3saia---'];1;1
25185;ᾐωρῆσθαι;['αἰωρέω'];['v--rne---'];1;1
25186;ὁμήρων;['ὅμηρος'];['n-p---mg-'];1;1
25187;Μαρτῖνόν;['Μαρτῖνος'];['n-s---ma-'];1;1
25188;Σενέκιον;['Σενέκιος'];['n-s---ma-'];1;1
25189;ἐπιδρομὴν;['ἐπιδρομή'];['n-s---fa-'];1;1
25190;ἀπεκομίσθησαν;['ἀποκομίζω'];['v3paip---'];1;1
25191;Ῥουφῖνός;['Ῥουφῖνος'];['n-s---mn-'];1;1
25192;Θωμᾶς;['Θωμᾶς'];['n-s---mn-'];1;1
25193;πρεσβεύσοντες;['πρεσβεύω'];['v-pfpamn-'];1;1
25194;ἀποπειράσεσθαι;['ἀποπειράζω'];['v--fnm---'];1;1
25195;θήσεσθαι;['τίθημι'];['v--fnm---'];1;1
25196;τιθασσεύοντες;['τιθασσεύω'];['v-pppamn-'];1;1
25197;χειροήθης;['χειροήθης'];['a-s---mn-'];1;1
25198;κεντηναρίων;['κεντηνάριον'];['n-p---ng-'];1;1
25199;Κωνσταντίνῃ;['Κωνσταντίνα'];['n-s---fd-'];1;1
25200;διαγένοιτο;['διαγίγνομαι'];['v3saom---'];1;1
25201;Λαζικῇ;['Λαζική'];['n-s---fd-'];1;1
25202;ἀποδώσειν;['ἀποδίδωμι'];['v--fna---'];1;1
25203;ἕλκει;['ἕλκω'];['v3spia---'];1;1
25204;κεντηνάριον;['κεντηνάριον'];['n-s---nn-'];1;1
25205;κέντον;['κέντον'];['a-s---___'];1;1
25206;ἀναγκάζωνται;['ἀναγκάζω'];['v3ppse---'];1;1
25207;φυλακτηρίου;['φυλακτήριον'];['n-s---ng-'];1;1
25208;μεταλαχεῖν;['μεταλαγχάνω'];['v--ana---'];1;1
25209;ἐπῄνουν;['ἐπαινέω'];['v1siia---', 'v3piia---'];1;2
25210;πύθωνται;['πυνθάνομαι'];['v3pasm---'];1;1
25211;ἐπανίῃ;['ἐπάνειμι'];['v3spsa---'];1;1
25212;Ῥουφίνῳ;['Ῥουφῖνος'];['n-s---md-'];1;1
25213;ξυνέκειτο;['σύγκειμαι'];['v3siie---'];1;1
25214;ξυνίστασθαι;['συνίστημι'];['v--pne---'];1;1
25215;κρατήσω;['κρατέω'];['v1sasa---'];1;1
25216;εὔδηλον;['εὔδηλος'];['a-s---nn-'];1;1
25217;καλουμένοις;['καλέω'];['v-pfpmmd-', 'v-pppemd-'];1;2
25218;ὀλβίοις;['ὄλβιος'];['a-p---md-'];1;1
25219;τετάξομαι;['τάσσω'];['v1stie---'];1;1
25220;Ἀλλ’;['ἀλλά'];['c--------'];1;1
25221;ἀληθὴς;['ἀληθής'];['a-s---fn-'];1;1
25222;ἥκουσα;['ἥκω'];['v-sppafn-'];1;1
25223;ἤγγελλεν;['ἀγγέλλω'];['v3saia---'];1;1
25224;ὀργισθέντα;['ὀργίζω'];['v-sappma-'];1;1
25225;ξυνταραχθείς;['συνταράσσω'];['v-sappmn-'];1;1
25226;ἐνέτυχε;['ἐντυγχάνω'];['v3saia---'];1;1
25227;βεβαιοῦν;['βεβαιόω'];['v--pna---'];1;1
25228;ἐκόμιζον;['κομίζω'];['v1siia---', 'v3piia---'];1;2
25229;ξυγκεχωρηκότι;['συγχωρέω'];['v-srpamd-'];1;1
25230;ἀπολέγοντα;['ἀπολέγω'];['v-sppama-'];1;1
25231;πρέσβεσιν;['πρέσβυς'];['n-p---md-'];1;1
25232;ταχύτερα;['ταχύς'];['a-p---nac'];1;1
25233;βουλευσάμενος;['βουλεύω'];['v-sapmmn-'];1;1
25234;ἐσκομίσειεν;['εἰσκομίζω'];['v3saoa---'];1;1
25235;κείμενός;['κεῖμαι'];['v-sppemn-'];1;1
25236;πρηνὴς;['πρηνής'];['a-s---mn-'];1;1
25237;ξυμπέμψαι;['συμπέμπω'];['v3saoa---'];1;1
25238;ἀποτίθεσθαι;['ἀποτίθημι'];['v--pne---'];1;1
25239;ξυμπρεσβευταὶ;['συμπρεσβευτής'];['n-p---mn-'];1;1
25240;διέβαλλον;['διαβάλλω'];['v3piia---'];1;1
25241;τεκμαιρόμενοι;['τεκμαίρομαι'];['v-pppemn-'];1;1
25242;δωρήσεσθαι;['δωρέομαι'];['v--fne---'];1;1
25243;ἀποχρήσει;['ἀποχράω'];['v3sfia---'];1;1
25244;κεκομισμένῳ;['κομίζω'];['v-srpemd-'];1;1
25245;ξυνέβησαν;['συμβαίνω'];['v3paia---'];1;1
25246;ἀποδώσουσιν;['ἀποδίδωμι'];['v3pfia---'];1;1
25247;ἀφείλοντο;['ἀφαιρέω'];['v3paim---'];1;1
25248;Ἴβηρσιν;['Ἴβηρ'];['n-p---md-'];1;1
25249;ἐδέδοκτο;['δοκέω'];['v3slim---'];1;1
25250;ἀπέραντον;['ἀπέραντος'];['a-s---fa-'];1;1
25251;Δάγαριν;['Δάγαρις'];['n-s---ma-'];1;1
25252;ἀπέδοσαν;['ἀποδίδωμι'];['v3paia---'];1;1
25253;κεκομισμένοι;['κομίζω'];['v-prpemn-'];1;1
25254;ἐξήλασεν;['ἐξελαύνω'];['v3saia---'];1;1
25255;ἐκρατύναντο;['κρατύνω'];['v3paim---'];1;1
25256;θηρίῳ;['θηρίον'];['n-s---nd-'];1;1
25257;ἁλῶναι;['ἁλίσκομαι', 'ἁλίσκω'];['v--ana---'];2;1
25258;ἐμοὺς;['ἐμός'];['a-p---ma-'];1;1
25259;πατρῴου;['πατρῷος'];['a-s---mg-'];1;1
25260;ἄτακτός;['ἄτακτος'];['a-s---mn-'];1;1
25261;νεωτέρων;['νέος'];['a-p---ngc'];1;1
25262;ἄτοπος;['ἄτοπος'];['a-s---mn-'];1;1
25263;δραστήριοι;['δραστήριος'];['a-p---mn-'];1;1
25264;αἰτίᾳ;['αἰτία'];['n-s---fd-'];1;1
25265;λώβης;['λώβη'];['n-s---fg-'];1;1
25266;πάππῳ;['πάππος'];['n-s---md-'];1;1
25267;διοικεῖσθαι;['διοικέω'];['v--pne---'];1;1
25268;γενόμενοί;['γίγνομαι'];['v-papmmn-'];1;1
25269;ἐγκελευόμενοι;['ἐγκελεύω'];['v-pppemn-'];1;1
25270;ἐνῆγον;['ἐνάγω'];['v3piia---'];1;1
25271;ἔκπυστος;['ἔκπυστος'];['a-s---mn-'];1;1
25272;γεγενημένη;['γίγνομαι'];['v-srpefn-'];1;1
25273;διεκώλυσε;['διακωλύω'];['v3saia---'];1;1
25274;γόνῳ;['γόνος'];['n-s---md-'];1;1
25275;ἄρσενι;['ἄρσην'];['a-s---md-'];1;1
25276;ἄρξαι;['ἄρχω'];['v--ana---'];1;1
25277;τετελευτηκὼς;['τελευτάω'];['v-srpamn-'];1;1
25278;ἔμμισθος;['ἔμμισθος'];['a-s---mn-'];1;1
25279;ἀποίσῃ;['ἀποφέρω'];['v2sfim---'];1;1
25280;Ἀσπεβέδης;['Ἀσπεβέδης'];['n-s---mn-'];1;1
25281;Ἀδεργουδουνβάδῃ;['Ἀδεργουδουνβάδης'];['n-s---md-'];1;1
25282;ἐτρέφετο;['τρέφω'];['v3siie---'];1;1
25283;ἐθρέψατο;['τρέφω'];['v3saim---'];1;1
25284;διαχρήσασθαι;['διαχράομαι'];['v--anm---'];1;1
25285;ἐδικαίου;['δικαιόω'];['v3siia---'];1;1
25286;ἀποκλαύσας;['ἀποκλαίω'];['v-sapamn-'];1;1
25287;τίτθῃ;['τίτθη'];['n-s---fd-'];1;1
25288;ἐπιστείλειε;['ἐπιστέλλω'];['v3saoa---'];1;1
25289;γονάτων;['γόνυ'];['n-p---ng-'];1;1
25290;ἔχρῃζε;['χρῄζω'];['v3siia---'];1;1
25291;μηδεμιᾷ;['μηδείς'];['p-s---fd-'];1;1
25292;βουλευσάμενοι;['βουλεύω'];['v-papmmn-'];1;1
25293;ἐλογίσαντο;['λογίζομαι'];['v3paim---'];1;1
25294;κρυπτόμενον;['κρύπτω'];['v-sppema-', 'v-sppenn-'];1;2
25295;ἀφανισθείη;['ἀφανίζω'];['v3saop---'];1;1
25296;ἐσήμαινον;['σημαίνω'];['v3piia---'];1;1
25297;ἀπέκρυψαν;['ἀποκρύπτω'];['v3paia---'];1;1
25298;παρείχοντο;['παρέχω'];['v3piie---'];1;1
25299;Οὐαρράμῃ;['Οὐαρράμης'];['n-s---md-'];1;1
25300;πιστότατος;['πιστός'];['a-s---mns'];1;1
25301;ἄγοιτο;['ἄγω'];['v3spoe---'];1;1
25302;φεύγοντι;['φεύγω'];['v-sppamd-'];1;1
25303;δυνατὰ;['δυνατός'];['a-p---nn-'];1;1
25304;ὠφελῶν;['ὠφελέω'];['v-sppamn-'];1;1
25305;εἴσομαι;['οἶδα'];['v1sfim---'];1;1
25306;διαπεπραγμένος;['διαπράσσω'];['v-srpemn-'];1;1
25307;ἐλάνθανε;['λανθάνω'];['v3siia---'];1;1
25308;ἐσέβαλλεν;['εἰσβάλλω'];['v3siia---'];1;1
25309;γεγράψεται;['γράφω'];['v3sfim---'];1;1
25310;ξυνεπιστάμενος;['συνεφίστημι'];['v-sapmmn-'];1;1
25311;ἅπασίν;['ἅπας'];['a-p---nd-'];1;1
25312;ὁμολογοῦντα;['ὁμολογέω'];['v-sppama-'];1;1
25313;παρείχετο;['παρέχω'];['v3siie---'];1;1
25314;δούλου;['δοῦλος'];['n-s---mg-'];1;1
25315;ὑποχείριον;['ὑποχείριος'];['a-s---ma-'];1;1
25316;Κολχίδος;['Κολχίς'];['n-s---fg-'];1;1
25317;εἰσόδῳ;['εἴσοδος'];['n-s---fd-'];1;1
25318;ποιησαμένῳ;['ποιέω'];['v-sapmmd-'];1;1
25319;ἀποπορείᾳ;['ἀποπορεία'];['n-s---fd-'];1;1
25320;ἐπιστέλλοι;['ἐπιστέλλω'];['v3spoa---'];1;1
25321;μέλλοι;['μέλλω'];['v3spoa---'];1;1
25322;ὄπισθε;['ὄπισθεν'];['d--------'];1;1
25323;ἐντεταλμένα;['ἐντέλλω'];['v-prpena-'];1;1
25324;χαλινὸν;['χαλινός'];['n-s---ma-'];1;1
25325;μεθεὶς;['μεθίημι'];['v-sapamn-'];1;1
25326;ἐκπίπτει;['ἐκπίτνω'];['v3spia---'];1;1
25327;σκέλει;['σκέλος'];['n-s---nd-'];1;1
25328;ὀστέον;['ὀστέον'];['n-s---nn-'];1;1
25329;ἐρράγη;['ῥήγνυμι'];['v3saip---'];1;1
25330;ἀπήιειν;['ἄπειμι'];['v1siia---'];1;1
25331;πατρικόν;['πατρικός'];['a-s---nn-'];1;1
25332;ἐπιχώριον;['ἐπιχώριος'];['a-s---ma-'];1;1
25333;ἀσπασάμενοί;['ἀσπάζομαι'];['v-papmmn-'];1;1
25334;ὤιχοντο;['οἴχομαι'];['v3piie---'];1;1
25335;κόπτω;['κόπτω'];['v1spia---'];1;1
25336;ὑπήκουσε;['ὑπακούω'];['v3saia---'];1;1
25337;ἀναγελῶν;['ἀναγελάω'];['v-sppamn-'];1;1
25338;διδάσκαλε;['διδάσκαλος'];['n-s---mv-'];1;1
25339;παλαίσματα;['πάλαισμα'];['n-p---na-', 'n-p---nn-'];1;2
25340;ὀλίγ’;['ὀλίγος'];['a-p---na-'];1;1
25341;ἐπιτάξαι;['ἐπιτάσσω'];['v--ana---'];1;1
25342;ἐπαναστᾶσα;['ἐπανίστημι'];['v-sapafn-'];1;1
25343;πάραψαι;['παράπτω'];['v2samm---'];1;1
25344;καταμάττου;['καταμάσσω'];['v2spme---'];1;1
