;form;lemmi_relation;lemmi_definitivo
46830;Χαρικλεῖ;['Χαρικλής'];['Χαρικλῆς']
46831;Κριτίᾳ;['Κριτίας', 'Κριτίης'];['Κριτίας']
46857;ταὔτʼ;['αὐτος', 'αὐτός'];['αὐτός']
46868;σώσειν;['σώζω'];['σῴζω']
46872;Ἀρεί;['Ἀρείος'];['Ἄρειος']
46884;Φιλοχάρους;['Φιλοχάρας'];['Φιλοχάρης']
46910;ἀποῦσι;['ἄπειμι1'];['ἄπειμι']
46930;συνερούντων;['συνεράω'];['συλλέγω']
46938;σωθέντες;['σώζω'];['σῴζω']
46997;ἐπικουρησόντων;['ἐπί-ἐπικουρέω'];['ἐπικουρέω']
47008;ἐνόντα;['ἐν-εἰμί'];['ἔνειμι']
47014;σώσω;['σώζω'];['σῴζω']
47015;ἐξιοῦσι;['ἔξειμι2'];['ἔξειμι']
47037;σωθήσομαι;['σώζω'];['σῴζω']
47040;διανοηθεὶς;['διανοέομαι', 'διανοέω'];['διανοέω']
47048;Μέγαράδε;['Μέγαράδε'];['Μέγαρα']
47054;τεθνεώς;['θνήσκω'];['θνῄσκω']
47073;τοσοῦτόν;['τοσοῦτόν'];['τοσοῦτος']
47088;ἀποθάνωμεν;['ἀποθνήσκω'];['ἀποθνῄσκω']
47089;ἀποθάνητε;['ἀποθνήσκω'];['ἀποθνῄσκω']
47091;σώσειας;['σώζω'];['σῴζω']
47099;ἀντειπών;['ἀντεῖπον'];['ἀντιλέγω']
47106;ἀντειπόντα;['ἀντεῖπον'];['ἀντιλέγω']
47121;ἀνιωμένου;['ἀνιάομαι'];['ἀνιάω']
47122;συνειπών;['συνεῖπον'];['συλλέγω']
47130;ἀνιῶμαι;['ἀνιάομαι'];['ἀνιάω']
47152;κατείρηκεν;['κατερῶ'];['καταλέγω']
47159;ὅτ';['ὅτι2'];['ὅτι']
47161;συναπιέναι;['σύν-ἄπειμι2'];['συνάπειμι']
47180;ἐδέδετο;['δέω1'];['δέω']
47187;προσαπογράφει;['πρόσ-ἀπογράφω'];['προσαπογράφω']
47205;ἁμῶς;['ἀμῶς', 'ἁμός2'];['ἐμός']
47210;δεδεμένους;['δέω1'];['δέω']
47225;Φυλῆς;['Φυλή', 'Φυλεύς'];['Φυλή']
47226;τιμῶνται;['τιμόω'];['τιμάω']
47227;Εὐμάρης;['Εὐμάρας'];['Εὐμάρης']
47228;Νικοκλέους;['Νικοκλῆς'];['Νικοκλέης']
47249;πειράσεται;['πειράζω', 'πειράω'];['πειράω']
47256;Μεγαρεὺς;['Μεγαρεύς', 'Μεγαρεὺς'];['Μεγαρεύς']
47285;συγκατῆλφεν;['σύν,κατά-ἀλφάνω'];['συγκαταλφάνω']
47287;ἐκπεπτωκότων;['ἐκπίτνω'];['ἐκπίπτω']
47290;λῃστὴν;['ληιστής', 'λῃστής'];['λῃστής']
47293;διακέοιντο;['διακέομαι'];['διάκειμαι']
47349;ἀποθνῄσκοντες;['ἀποθνήσκω'];['ἀποθνῄσκω']
47354;ἀπέθνῃσκον;['ἀποθνήσκω', 'ἀποθνῄσκω'];['ἀποθνῄσκω']
47387;πιστοτέρα;['πιστός2'];['πιστός']
47421;ἀπέλιπες;['ἀπολιμπάνω'];['ἀπολείπω']
47433;ἐδέθησαν;['δέω1'];['δέω']
47438;ἐκάθηντο;['κάθημαι', 'κατά-κάθημαι'];['κάθημαι']
47439;καθέζονται;['κατά-ἕζομαι'];['καθέζομαι']
47448;ἠμφιεσμένη;['ἀμφί-ἀμφιέννυμι'];['ἀμφιέννυμι']
47449;κεχρημένῳ;['χράω2'];['χράω']
47461;παρῶσι;['πάρειμι1'];['πάρειμι']
47466;ἐξῆθε;['ἐκ-ἔθω'];['ἐξέθω']
47478;σωθησομένης;['σώζω'];['σῴζω']
47503;τάξεις;['τάξις', 'τάσσω', 'τάχις'];['τάξις']
47507;λέξουσιν;['λέγω3'];['λέγω']
47525;δεηθέντες;['δέω2'];['δέω']
47565;ἀποστήσων;['ἀφεστήξω'];['ἀφίστημι']
47583;Χίους;['Χίος', 'Χῖος'];['Χῖος']
47586;Θράκης;['Θράκη'];['Θρᾴκη']
47588;ἐλεεῖ;['ἐλεάω'];['ἐλεέω']
47662;πιστούς;['πιστός2'];['πιστός']
47686;ἀπέθνῃσκεν;['ἀποθνήσκω', 'ἀποθνῄσκω'];['ἀποθνῄσκω']
47697;ἀπὼν;['ἄπειμι1'];['ἄπειμι']
47759;πάππου;['πάππης', 'πάππος'];['πάππος']
47786;χρησοίμην;['χράω2'];['χράω']
47802;Εὐαγόραν;['Εὐαγόρας', 'Εὐαγόρης'];['Εὐαγόρας']
47804;ἔχρησαν;['χράω2'];['χράω']
47806;συμπεσόντων;['συμπίτνω'];['συμπίπτω']
47827;καταλελοιπέναι;['καταλιμπάνω'];['καταλείπω']
47835;θυρώματα;['θυρώματα'];['θύρωμα']
47839;ἐνοφείλεσθαι;['ἐν-ὀφείλω'];['ἐνοφείλω']
47885;ἀφεστῶτα;['ἀφίστημι', 'ἀφεστήξω'];['ἀφίστημι']
47920;Θήβησι;['Θήβησιν'];['Θῆβαι']
47928;Δεκελειέων;['Δεκέλεια', 'Δεκελειεύς'];['Δεκέλεια']
47963;ἀπῇα;['ἄπειμι2'];['ἄπειμι']
47985;προσκεχρῆσθαι;['πρόσ-χράω2'];['προσχράομαι']
48018;πρῶτοί;['πρότερος'];['πρῶτος']
48044;ἐάνπερ;['ἐάν'];['ἐάνπερ']
48045;συνῶσι;['σύνειμι1'];['σύνειμι']
48068;ἀκουσίων;['ἀεκούσιος'];['ἀκούσιος']
48075;οὑ-;['ὅς'];['οὑ']
48085;Ἀναξαγόρου;['Ἀναξαγόρης'];['Ἀναξαγόρας']
48107;συνεπισκέψασθε;['σύν-ἐπισκέπτομαι'];['συνεπισκέπτομαι']
48109;μέμνησθέ;['μιμνήσκω'];['μιμνῄσκω']
48130;πρῶτόν;['πρότερος'];['πρῶτος']
48144;στῇ;['στάζω'];['ἵστημι']
48154;ἀποθανῇ;['ἀποθνήσκω'];['ἀποθνῄσκω']
48165;Ποτειδαίᾳ;['Ποτείδαια', 'Ποτειδαία'];['Ποτείδαια']
48194;εἴποιμʼ;['εἴπον'];['λέγω']
48223;ἀμείνονι;['ἀμείνων'];['ἀγαθός']
48224;χείρονος;['χείρων'];['κακός']
48225;μεντἂν;['μέντοι'];['μέντοι ἄν']
48268;σωθήσεται;['σώζω'];['σῴζω']
48301;φανοῦμαι;['φανάω'];['φαίνω']
48308;παρέχω;['παρέχω', 'παραχώννυμι'];['παρέχω']
48320;θεία;['θεῖος1'];['θεῖος']
48332;καταδεηθείη;['καταδέω2'];['καταδέω']
48349;ἐλεηθείη;['ἐλεάω'];['ἐλεέω']
48354;θεῖτο;['θέω'];['τίθημι']
48366;ἀποθανοῦνται;['ἀποθνήσκω'];['ἀποθνῄσκω']
48372;ἐλεινὰ;['ἐλεεινός'];['ἐλεινός']
48421;διειλέγμεθα;['διά-λέγω2'];['διαλέγω']
48429;δεδέσθαι;['δέω1'];['δέω']
48431;νυνδὴ;['νυνδί'];['νυνδή']
48434;μεντἄν;['μέντοι'];['μέντοι ἄν']
48478;ἀπολιπόντας;['ἀπολιμπάνω'];['ἀπολείπω']
48496;ὀξεῖς;['ὀξύς2'];['ὀξύς']
48497;θάττονος;['θάσσων'];['ταχύς']
48499;ἄπεισι;['ἄπειμι1', 'ἄπειμι2'];['ἄπειμι']
48526;ἐθέλω;['ἐθέλω'];['θέλω']
48538;ἀνηρόμην;['ἀναίρω'];['ἀνείρομαι']
48540;Καλλία;['Καλλίης'];['Καλλίας']
48542;μόσχω;['μόσχος1'];['μόσχος']
48548;ἐξιόντι;['ἔξειμι2'];['ἔξειμι']
48597;ἀποθανουμένῳ;['ἀποθνήσκω'];['ἀποθνῄσκω']
48646;ἀπηχθόμην;['ἀπάχθομαι'];['ἀπέχθομαι']
48652;σκοποῦντι;['σκοπάω', 'σκοπέω'];['σκοπέω']
48674;ἐλαία;['ἔλαιον'];['ἐλαία']
48725;ἐνέπιπτεν;['ἐμπίτνω'];['ἐμπίπτω']
48758;διακεχλιδώς;['διακεχλιδώς'];['διαχλίδω']
48762;κλασαυχενεύεταί;['κλασαυχενεύω'];['κλασαυχενεύομαι']
48786;ἐκπεσόντων;['ἐκπίτνω'];['ἐκπίπτω']
48797;προσμίξαντας;['προσμείγνυμι'];['προσμίγνυμι']
48828;ἐγκαθεύδοι;['ἐν-καθεύδω'];['ἐγκαθεύδω']
48847;ἀπολείποντα;['ἀπολιμπάνω'];['ἀπολείπω']
48849;πρᾳότατα;['πρᾶος'];['πρᾷος']
48851;παιδιὰς;['παιδιή'];['παιδιά']
48853;εἷρξαι;['ἔργω1'];['ἔργω']
48868;συνόντα;['σύνειμι1'];['σύνειμι']
48874;ἐθεῶντο;['θεάω'];['θεάομαι']
48916;δᾷδα;['δαίς', 'δαίς1'];['δαίς']
48923;παρεθῆναι;['παρίημι'];['παρατίθημι']
48930;ἅμαξα;['ἄμαξα'];['ἅμαξα']
48933;ἐπετρόπευον;['ἐπί-τροπεύω'];['ἐπιτροπεύω']
48941;ἐκπλαγῆναι;['ἐκπλάσσω'];['ἐκπλήσσω']
48948;χρωμένῳ;['χράομαι', 'χράω2'];['χράομαι', 'χράω']
48950;συνᾴδειν;['συνᾴδω'];['συναείδω']
48954;ἀρχηγέτις;['ἀρχηγέτης'];['ἀρχηγέτις']
48955;Ἀθηνᾶ;['Ἀθηνᾶ'];['Ἀθήνη']
48969;Ἀμύκλαν;['Ἀμύκλα', 'Ἀμύκλης'];['Ἀμύκλης']
48970;Ζώπυρον;['Ζώπυρος', 'ζώπυρος'];['Ζώπυρος']
48977;φανεῖσθαι;['φαίνω', 'φανάω'];['φαίνω']
48984;περιεπόντων;['περί-ἔπειμι1'];['περιέπειμι']
49027;συμπαλαίοντα;['σύν-παλαίω'];['συμπαλαίω']
49065;χρεωλυτεῖν;['χρεωλυτεῖν'];['χρεωλυτέω']
49067;πῇ;['πη'];['πῇ']
49074;ἀπωλίσθαινε;['ἀπολισθάνω'];['ἀπολισθαίνω']
49098;διάπλεων;['διάπλεως'];['διάπλεος']
49119;Ποτίδαιαν;['Ποτιδαία'];['Ποτείδαια']
49146;συμπέσῃ;['συμπίτνω'];['συμπίπτω']
49147;καταλιπόντι;['καταλιμπάνω'];['καταλείπω']
49152;ξέναις;['ξένος2'];['ξένος']
49165;ἀπολείπουσαν;['ἀπολιμπάνω'];['ἀπολείπω']
49166;θαυμαστοῦ;['θαυμαστής'];['θαυμαστός']
49188;κλεισιάδας;['κλεισιάδες'];['κλεισιάς']
49189;ἀνοίγοντος;['ἀνοίγνυμι'];['ἀνοίγω']
49194;φιληκόῳ;['φιλήκους'];['φιλήκοος']
49209;συνιοῦσα;['σύνειμι1'];['σύνειμι']
49217;κατεῖπε;['κατεῖπον'];['καταλέγω']
49220;ναύσταθμον;['ναύσταθμον'];['ναύσταθμος']
49250;Φοινίσσας;['Φοῖνιξ'];['Φοινίσσα']
49268;συνήνυσε;['συνανύτω'];['συνανύω']
49271;συνείχοντο;['συνόχωκα'];['συνέχω']
49288;ἐγκαλλωπίσασθαι;['ἐγκαλλωπίζομαι'];['ἐγκαλλωπίζω']
49298;πάντη;['πάντῃ'];['πᾶς']
49314;Ἀνδροκλέους;['Ἀνδροκλῆς'];['Ἀνδροκλέης']
49327;λακωνικῶς;['Λακωνικός'];['λακωνικός']
49333;ἀπεσσούα;['ἀπέσσουα'];['ἀποσεύω']
49355;ἀνεμίγνυντο;['ἀναμίσγω'];['ἀναμίγνυμι']
49362;ἀφεστῶσι;['ἀφεστήξω'];['ἀφίστημι']
49365;Βιθυνοὺς;['Βιθυνοί'];['Βιθυνός']
49367;Βιθυνοῖς;['Βιθυνοί'];['Βιθυνός']
49376;Σηλυβρίαν;['Σηλυβρίη'];['Σηλυβρία']
49403;δεηθέντας;['δέω2'];['δέω']
49413;συνιστάμενα;['συνιστάω'];['συνίστημι']
49420;ἀττικίζουσι;['Ἀττικίζω'];['ἀττικίζω']
49421;καθεῖρξαν;['κατείργω'];['κατέργω']
49470;δέουσαν;['δέω1'];['δέω']
49471;ἐκπεπτωκέναι;['ἐκπίτνω'];['ἐκπίπτω']
49489;ἀρὰς;['ἀρή'];['ἀρά']
49492;Κήρυκας;['Κήρυξ'];['κῆρυξ']
49502;Πλυντήρια;['Πλυντήρια', 'Πλυντήριον'];['Πλυντήριον']
49513;προσπεσοῦσα;['προσπίτνω'];['προσπίπτω']
49563;ψηφισάμενοι;['ψηφίζομαι'];['ψηφίζω']
49572;ἀπολείπων;['ἀπολιμπάνω'];['ἀπολείπω']
49580;Καρίας;['Κάρια', 'Καρία'];['Καρία']
49581;ἀπολειφθεὶς;['ἀπολιμπάνω'];['ἀπολείπω']
49617;Αἰγὸς;['Αἴξ', 'αἴξ'];['Αἴξ']
49635;ἄκοντας;['ἀέκων', 'ἄκων'];['ἀέκων']
49641;συνεῖδε;['σύν-εἶδον'];['συνοράω']
49643;ἀπολείπουσαι;['ἀπολιμπάνω'];['ἀπολείπω']
49648;προσέπιπτον;['προσπίτνω'];['προσπίπτω']
49654;ἀνόδου;['ἄνοδος2'];['ἄνοδος']
49676;πρᾴως;['πρᾶος'];['πρᾷος']
49686;Μαγαίῳ;['Μαγαίος'];['Μαγαῖος']
49734;δεθέντων;['δέω1'];['δέω']
49750;ἀντειπόντος;['ἀντεῖπον'];['ἀντιλέγω']
49760;Σαλαμινίαν;['Σαλαμίνια'];['Σαλαμίνιος']
49767;ὄγκος;['ὄγκος2'];['ὄγκος']
49782;Κόρην;['Κόρα'];['Κόρη']
49788;Φηγαιᾶ;['Φηγαιᾶ'];['Φηγαιεύς']
49798;Θουρίων;['Θούριοι'];['Θούριος']
49800;ἀπεγνωκὼς;['γιγνώσκω', 'ἀπογιγνώσκω'];['ἀπογιγνώσκω']
49818;λακωνίζων;['Λακωνίζω'];['λακωνίζω']
49834;ὀξυτέρας;['ὀξύς2'];['ὀξύς']
49847;Θράκῃ;['Θράκη'];['Θρᾴκη']
49850;ὄγκῳ;['ὄγκος2'];['ὄγκος']
49875;Κυζικηνοὶ;['Κυζικηνός', 'Κύζικος'];['Κυζικηνός']
49890;συνδιαιτᾶσθαι;['συνδιαιτάω'];['συνδιαιτάομαι']
49895;προσιδεῖν;['προσεῖδον'];['προσοράω']
49912;παιδιᾶς;['παιδιή'];['παιδιά']
49918;ἀρίστοις;['ἀγαθός', 'ἄριστον', 'ἄριστος'];['ἀγαθός']
49935;Τύχη;['Τύχη'];['τύχη']
49942;πολεμοῦσι;['πολεμέω', 'πολεμόω'];['πολεμέω']
49961;Μαρσῶν;['Μάρσοι'];['Μαρσοί']
49970;περιεσάλπιζε;['περί-σαλπίζω'];['περισαλπίζω']
49981;Τύχης;['Τύχη'];['τύχη']
49983;ἐκλείσθη;['κλείω1'];['κλείω']
49987;κλείεται;['κλέω'];['κλείω']
49991;συρραγέντος;['συναράσσω'];['συρρήγνυμι']
50001;Καντάβρων;['Καντάβρος'];['Κάνταβρος']
50002;συρραγεῖσαι;['συναράσσω'];['συρρήγνυμι']
50013;ἐπίσκοπος;['ἐπίσκοπος1'];['ἐπίσκοπος']
50020;Πριμιγενείας;['Πριμιγενείας'];['Πριμιγένεια']
50024;πειθήνιον;['πειθήνιος', 'πειθὴνιος'];['πειθήνιος']
50035;συμπροσισχόμενα;['σύν-προσίσχω'];['συμπροσίσχομαι']
50039;Αἰσκυλίαις;['Αἰσκυλίαι'];['Αἰσκυλία']
50041;Εὐέλπιδος;['εὔελπις'];['Εὔελπις']
50046;ἀνεμείξαντο;['ἀναμίσγω'];['ἀναμίγνυμι']
50052;Κορνικλάνων;['Κορνίκλανος'];['Κορνικολανός']
50057;Τανακυλλίδι;['Τανακύλ'];['Τανακυλλίς']
50082;ἀπήστραψεν;['ἀπαστράπτω'];['ἀποστράπτω']
50084;Σερουίῳ;['Σερούϊος'];['Σερούιος']
50086;θνήσκουσαν;['θνήσκω'];['θνῄσκω']
50099;Τανακυλλίδος;['Τανακυλ'];['Τανακυλλίς']
50106;Σερουίου;['Σερούϊος'];['Σερούιος']
50158;ἐνέσται;['ἐν-εἰμί'];['ἔνειμι']
50184;Καρχηδόνιον;['Καρχηδόνιος', 'Καρχηδών'];['Καρχηδόνιος']
50191;Τευτόνων;['Τεύτων'];['Τεύτονες']
50196;συμπεσοῦσαι;['συμπίτνω'];['συμπίπτω']
50206;Σαρματικοὶ;['Σαρματίκος'];['Σαρματικός']
50207;Βασταρνικοὶ;['Βασταρνίκος'];['Βασταρνικός']
50213;ἀνέμειξεν;['ἀναμίσγω'];['ἀναμίγνυμι']
50226;συναναπλήσαντες;['σύν,ἀνά,ἀπό-λανθάνω'];['συναναπίμπλημι']
50248;πρᾶόν;['πρᾶος'];['πρᾷος']
50251;ὁδὸς;['ὁδός', 'ὁδός2'];['ὁδός']
50264;φώτων;['φάος'];['φώς']
50282;ἐπιβλαστανούσης;['ἐπί-βλαστάνω'];['ἐπιβλαστάνω']
50284;ὁλκούς;['ὁλκός2'];['ὁλκός']
50299;ἀρηίφατοι;['ἀρείφατος'];['ἀρηίφατος']
50330;ἐκπλαγείη;['ἐκπλάσσω'];['ἐκπλήσσω']
50341;μιαιφόνοις;['μιαίφονος'];['μιαιφόνος']
50353;προσπεσούσης;['προσπίτνω'];['προσπίπτω']
