,@form,lemma_1,lemma_2,lemma_3,lemma_4,lemma_5,lemma_6,lemma_7,lemma_8,lemma_9,lemma_10,lemma_11,lemma_12,lemma_13,lemma_14,lemma_15,lemma_16,lemma_17,lemma_18,lemma_19,lemma_20,postag_1,postag_2,postag_3,postag_4,postag_5,postag_6,postag_7,postag_8
20529,ἐλαττοῦντες,ἐλασσόω,ἐλαττόω,,,,,,,,,,,,,,,,,,,v-pppamn-,,,,,,,
20530,ἀφιλονίκως,ἀφιλονίκος,ἀφιλονίκως,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20531,ἡμέτερον,ἐμός,ἡμέτερος,,,,,,,,,,,,,,,,,,,a-s---ma-,a-s---nn-,,,,,,
20532,προέσθαι,προίημι,πρόειμι,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
20533,νεμομένων,νέμομαι,νέμω,,,,,,,,,,,,,,,,,,,v-pppemg-,,,,,,,
20534,προσῆγον,προσάγω,προσήκω,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20535,δυναθέντες,δύναμαι,,,,,,,,,,,,,,,,,,,,,,,,,,,
20536,χώραι,χώρα,,,,,,,,,,,,,,,,,,,,,,,,,,,
20537,[ κατὰ,κατά,,,,,,,,,,,,,,,,,,,,,,,,,,,
20538,] τὴν,ὁ,,,,,,,,,,,,,,,,,,,,,,,,,,,
20539,γινώσκοντας,γιγνώσκω,γινώσκω,,,,,,,,,,,,,,,,,,,v-pppama-,,,,,,,
20540,ἐξεκαλέσασθε,ἐκκαλέω,ἐξεκαλέω,,,,,,,,,,,,,,,,,,,v2paim---,,,,,,,
20541,βουλοίμεθʼ,βούλομαι,βούομαι,,,,,,,,,,,,,,,,,,,v1ppoe---,,,,,,,
20542,γειτνιῶντες,γειτνιάζω,γειτονιάω,,,,,,,,,,,,,,,,,,,v-pfpamn-,,,,,,,
20543,αὐτονομουμένων,αὐτονομέομαι,αὐτονομέω,,,,,,,,,,,,,,,,,,,v-pppmmg-,,,,,,,
20544,οἰκειότατα,οἰκειότατα,οἰκεῖος,,,,,,,,,,,,,,,,,,,a-p---nns,,,,,,,
20545,καθίξονται,καθίζω,καθικνέομαι,,,,,,,,,,,,,,,,,,,v3pfim---,,,,,,,
20546,συμφορώτερα,,σύμφορος,,,,,,,,,,,,,,,,,,,a-p---nac,,,,,,,
20547,αὐτονομουμένας,αὐτονομέομαι,αὐτονομία,,,,,,,,,,,,,,,,,,,v-pppmfa-,,,,,,,
20548,παριδεῖν,παρεῖδον,παριδέω,παριδεῖν,παροράω,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
20549,προνοηθῆναι,προνέω,προνοέω,,,,,,,,,,,,,,,,,,,v--anp---,,,,,,,
20550,προσοροῦντα,προσοράω,προσορέω,,,,,,,,,,,,,,,,,,,v-pppana-,,,,,,,
20551,μεγαλομερῶς,μεγαλομερής,μεγαλομερῶς,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20552,ὀρεγόμενοι,ὀρέγομαι,ὀρέγω,,,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
20553,ἀπροσδεήτους,ἀπροσδέητος,ἀπροσδεής,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
20554,προσδεῖσθε,προσδέομαι,προσδέω,,,,,,,,,,,,,,,,,,,v2ppie---,,,,,,,
20555,περιγέγονεν,περίγιγνομαι,περιγίγνομαι,,,,,,,,,,,,,,,,,,,v3sria---,,,,,,,
20556,πεφυκότων,πέφυκα,φύζω,,,,,,,,,,,,,,,,,,,v-prpamg-,,,,,,,
20557,τἀκόλουθον,τἀκόλουθον,ἀκόλουθος,,,,,,,,,,,,,,,,,,,a-s---na-,,,,,,,
20558,παρίδητε,παρεῖδον,παριδέω,,,,,,,,,,,,,,,,,,,v2pasa---,,,,,,,
20559,ἐλαττωθήσεται,ἐλασσόω,ἐλαττόω,,,,,,,,,,,,,,,,,,,v3sfip---,,,,,,,
20560,διειλέχθαι,διά-λέγω2,διαλέγομαι,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
20561,διήκουσαν,διακούω,διηκέω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
20562,Καρίας,Κάρια,Καρία,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20563,Ἀττάλῳ,Ἀτταλος,Ἄτταλος,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
20564,Γνάιον,Γνάιος,Γναῖος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20565,Κιλικίων,Κίλικες,Κιλίκιος,,,,,,,,,,,,,,,,,,,a-p---mg-,,,,,,,
20566,Σολεῖς,Σολεύς,Σολεῖς,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20567,διερειδομένων,διερείδομαι,διερείδω,,,,,,,,,,,,,,,,,,,v-pppemg-,,,,,,,
20568,προσεπέλεγον,προσεπιλέγω,πρόσ-ἐπιλέγω,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20569,ἀναζυγὴν,ἀναζεύγνυμι,ἀναζυγή,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20570,Ἀθαμάνων,Ἀθαμάν,Ἀθαμάνες,Ἀθαμᾶνες,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20571,Ἀμφιλοχίαν,Ἀμφιλοχία,Ἀμφιλοχίη,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20572,ἁθροίσαντος,ἀθροίζω,ἁθροίζω,,,,,,,,,,,,,,,,,,,v-sapamg-,,,,,,,
20573,πάνδημον,πάνδημος,πᾶνδημος,,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
20574,ἐνέβαλον,ἐμβάλλω,ἐνβάλλω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
20575,Δολοπίαν,Δολοπία,Δολοπίη,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20576,ἀντιποιησόμενοι,ἀντιποιέομαι,ἀντιποιέω,,,,,,,,,,,,,,,,,,,v-pfpmmn-,,,,,,,
20577,Ἀθαμᾶνας,Ἀθαμάν,Ἀθαμᾶνες,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20578,ἠσφαλίσθαι,ἀσφαλίζομαι,ἀσφαλίζω,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
20579,Αἰτωλίαν,Αἰτωλία,Αἰτωλίη,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20580,διηπόρουν,διαπορέω,διπορέω (o διαπορέω),,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20581,περιεστώτων,περίειμι,περιίστημι,,,,,,,,,,,,,,,,,,,v-prpang-,,,,,,,
20582,Χάλεπον,Χάλεπος,Χάλεψ,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20583,Ἄλυπον,ἄλυπον,Ἄλυπος,,,,,,,,,,,,,,,,,,,n-s---nn-,,,,,,,
20584,συνέβαινε,συμβαίνω,συνβαίνω,,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
20585,κατοπτεύων,κατασκοπέω,κατοπτεύω,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
20586,Σιβύρτου,Σίβυρτος,Σιβύρτος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20587,Βούχετον,Βούχετον,Βούχετος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20588,ἀπῄτουν,ἀπαίτεω,ἀπαιτέω,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20589,διαγρυπνῶν,διαγρυπνάω,διαγρυπνέω,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
20590,διωλοφύρετο,διά-ὀλοφύρομαι,διολοφύρομαι,,,,,,,,,,,,,,,,,,,v3siie---,,,,,,,
20591,διαγωνιῶντες,διαγωνιάω,διαγωνιόω,,,,,,,,,,,,,,,,,,,v-pppamn-,,,,,,,
20592,διεγγυηθέντες,διαγγυάομαι,διεγγυάω,,,,,,,,,,,,,,,,,,,v-pappmn-,,,,,,,
20593,ἀντιπαρετάξαντο,ἀντιπαρατάσσομαι,ἀντιπαρατάσσω,,,,,,,,,,,,,,,,,,,v3paim---,,,,,,,
20594,σηκώματα,σήκωμα,σηκώματα,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
20595,μολιβδᾶ,μολιβδᾶς,μολύβδεος,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
20596,στύπη,στύπη,στύπος,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
20597,σιδηρᾶς,σιδήρεος,σιδηροῦς,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
20598,ἐπικοιτοῦσιν,ἐπικοιτάω,ἐπικοιτέω,,,,,,,,,,,,,,,,,,,v-pppamd-,,,,,,,
20599,εἰσέφρησαν,εἰσφέρω,εἰσφρέω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
20600,ἐξορμησάντων,ἐξεορμάω,ἐξορμάω,,,,,,,,,,,,,,,,,,,v-papamg-,,,,,,,
20601,διέτριβε, scil. διατρίβω),διατρίβω,διτρίβω (o διέτριβον,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
20602,ἀσφαλισάμενοι,ἀσφαλίζομαι,ἀσφαλίζω,,,,,,,,,,,,,,,,,,,v-papemn-,,,,,,,
20603,προϋπαρχόντων,προυπάρχω,προϋπάρχω,,,,,,,,,,,,,,,,,,,v-pppang-,,,,,,,
20604,σύριγγα,σύριγξ,σῦριγξ,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20605,ἀδιαπαύστως,ἀδιάπαυστος,ἀδιαπαύστως,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20606,σύριγγος,σύριγξ,σῦριγξ,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20607,ἐπικαρσίαν,ἐπικάρσιος,ἐπικαρισιάζω (o agg. + colloc.),,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
20608,διεστυλωκέναι,διά-στυλόω,διαστυλόω,,,,,,,,,,,,,,,,,,,v--rna---,,,,,,,
20609,συνέπεσον,συμπίτνω,συνπίπτω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
20610,σαρίσαις,σάρισα,σάρισσα,,,,,,,,,,,,,,,,,,,n-p---fd-,,,,,,,
20611,τηνικάδʼ,τηνικάδε,τηνικαῦτα,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20612,διώσαντας,διωθέω,διώθω,,,,,,,,,,,,,,,,,,,v-papama-,,,,,,,
20613,τεύχει,τεύχος,τεῦχος,,,,,,,,,,,,,,,,,,,n-s---nd-,,,,,,,
20614,περιστόμιον,περίστομιον,περιστόμιον,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
20615,πῶμα,πῶμα,πῶμα1,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
20616,περισάξαντας,περί-σάττω,περισάσσω,,,,,,,,,,,,,,,,,,,v-papama-,,,,,,,
20617,διωθοῦντες,διωθέω,διώθω,,,,,,,,,,,,,,,,,,,v-pppamn-,,,,,,,
20618,ἐγκείμενον,ἐγκείμαι,ἔγκειμαι,,,,,,,,,,,,,,,,,,,v-sppena-,,,,,,,
20619,ἐπαγομένους,ἐπάγω,ἐπαάγω,,,,,,,,,,,,,,,,,,,v-pppema-,,,,,,,
20620,Θυρρειεῦσιν,Θυρρειεύς,Θυρρειεῦσιν,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20621,προσπελάζοντος,προσπελάζω,προσπελαζω,,,,,,,,,,,,,,,,,,,v-sppamg-,,,,,,,
20622,πραΰνειν,πραΰνω,πραύνω,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
20623,Οὐαλέριον,Οὐάλεριος,Οὐαλέριος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20624,παρακληθεὶς,παρακαλέω,παρακλάομαι,,,,,,,,,,,,,,,,,,,v-sapemn-,,,,,,,
20625,ὑφείλοντο,ὑφίημι,ὑφαιρέω,,,,,,,,,,,,,,,,,,,v3paim---,,,,,,,
20626,Κεφαλληνίους,Κεφαλλήν,Κεφαλλήνιος,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20627,συμπολιτευομένων,συμπολιτεύομαι,συμπολιτεύω,,,,,,,,,,,,,,,,,,,v-pppefg-,,,,,,,
20628,Πύρρου,Πύρρος,Πύῤῥος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20629,διεχωρίσθησαν,διαχωρίζω,διχορίζω,,,,,,,,,,,,,,,,,,,v3paip---,,,,,,,
20630,; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20631,ἀπολογισμούς,ἀπολογισμός,,,,,,,,,,,,,,,,,,,,,,,,,,,
20632,γραφμάτων,γράμμα,,,,,,,,,,,,,,,,,,,,,,,,,,,
20633,πτύλων,πτίλον,,,,,,,,,,,,,,,,,,,,,,,,,,,
20634,-thʼ,μή,,,,,,,,,,,,,,,,,,,,,,,,,,,
20635,εἰσπορευθέντων,εἰσπορεύομαι,εἰσπορεύω,,,,,,,,,,,,,,,,,,,v-pappmg-,,,,,,,
20636,Κιχησίου,Κιχήσιος,Κιχησίος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20637,γαληνὴν,γαλήνη,γαληνός,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20638,προσπελαζόντων,προσπελάζω,προσπελαζω,,,,,,,,,,,,,,,,,,,v-pppamg-,,,,,,,
20639,Μενεστᾶς,Μενεστας,Μενεστᾶς,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
20640,ἐβουλήθησαν,βουλεύω,βουλομαι,βούλομαι,,,,,,,,,,,,,,,,,,v3paip---,,,,,,,
20641,ἀπαραιτήτως,ἀπαραίτητος,ἀπαραιτήτως,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20642,αὐτούς,αὐτός,ἑαυτοῦ,,,,,,,,,,,,,,,,,,,a-p---ma-,p-p---ma-,,,,,,
20643,διιέτω,διίημι,διιέταω (opp. διαίτω?),,,,,,,,,,,,,,,,,,,v3spma---,,,,,,,
20644,πολεμῶσιν,πολεμέω,πολεμόω,,,,,,,,,,,,,,,,,,,v3ppsa---,,,,,,,
20645,δραπέτας,δραπέτης,δραπετεύω,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20646,καθιστάτωσαν,καθίστημι,καθιστάω,,,,,,,,,,,,,,,,,,,v3ppma---,,,,,,,
20647,ὡμηρευκότων,ὁμηρέω,ὁμηρεύω,,,,,,,,,,,,,,,,,,,v-prpamg-,,,,,,,
20648,ἀντικαθιστάτωσαν,ἀντί-καθιστάω,ἀντικαθίστημι,,,,,,,,,,,,,,,,,,,v3ppma---,,,,,,,
20649,Κοϊντίου,Κοΐντιος,Κοϊντίος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20650,δεδορυφορηκότας,δορυφορέω,,,,,,,,,,,,,,,,,,,,v-prpama-,,,,,,,
20651,ἐπανορθώσεως,ἐπανορθόω,ἐπανόρθωσις,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20652,διεπράττοντο,διαπράσσω,διαπράττω,,,,,,,,,,,,,,,,,,,v3piie---,,,,,,,
20653,ἐνιστάμεθα,ἐνίστημι,ἐνστάζω,,,,,,,,,,,,,,,,,,,v1pfim---,,,,,,,
20654,Κιβύρας,Κίβυρα,Κιβύρα,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20655,Κιβύρᾳ,Κίβυρα,Κιβύρα,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
20656,Ἑλουίου,Ἑλουίος,Ἑλούιος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20657,προύτεινε,προτίθημι,προτείνω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
20658,ἀλλοτριώτατον,ἀλλοτριώτατος,ἀλλότριος,,,,,,,,,,,,,,,,,,,a-s---mas,,,,,,,
20659,πρεσβευταὶ,πρέσβις,πρεσβευτής,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
20660,Κιβύραν,Κίβυρα,Κιβύρα,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20661,Συλείου,Συλείον,Σύλειον,,,,,,,,,,,,,,,,,,,n-s---ng-,,,,,,,
20662,Λίμνῃ,Λίμνη,λίμνη,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
20663,Ἰσίνδης,Ἰσίνδη,Ἰσίνδης,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20664,προσπεπτωκὸς,προσπίπτω,προσπίτνω,,,,,,,,,,,,,,,,,,,v-srpana-,,,,,,,
20665,Σαγαλασσέων,Σαγαλασσέος,Σαγαλασσεύς,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20666,ἀπεκαραδόκει,ἀποκαραδοκέω,ἀπό-καραδοκέω,,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
20667,προεξαναστῆναι,προεξανίσταμαι,προεξανίστημι,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
20668,Τολιστοβογίοις,Τολιστοβογίος,Τολιστοβόγιος,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20669,Πεσσινοῦντος,Πεσσινούς,Πεσσινοῦντος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20670,προστηθίδια,προστηθίδιον,προστηθίδιος,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
20671,νίκην,νίκη,νῖκος,,,,,,,,,,,,,,,,,,,n-s---fa-,n-s---na-,,,,,,
20672,πορευθεὶς,πορεύομαι,πορεύω,,,,,,,,,,,,,,,,,,,v-sappmn-,,,,,,,
20673,διαλεχθείη,διαλέγομαι,διαλέγω,,,,,,,,,,,,,,,,,,,v3saop---,,,,,,,
20674,ἐνίκησαν,νικάω,ἐνικάω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
20675,ἀπολυτρώσων,ἀπολυτρόομαι,ἀπολυτρόω,,,,,,,,,,,,,,,,,,,v-sfpamn-,,,,,,,
20676,διείργοντος,διείργω,διεργω (διέχω),,,,,,,,,,,,,,,,,,,v-sppamg-,,,,,,,
20677,παῖσαι,παίω,παίω1,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
20678,ἀραμένη,αἴρω,ἀραρίσκω,,,,,,,,,,,,,,,,,,,v-sapmfn-,,,,,,,
20679,ἀπήλαυνεν,ἀπαλαύνω,ἀπελαύνω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
20680,συγγεγενημένον,συγγίγνομαι,συγγεννάω,,,,,,,,,,,,,,,,,,,v-srpema-,,,,,,,
20681,Τεκτοσάγων,Τεκτοσάγος,Τεκτόσαγες,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20682,κοινολογησομένους,κοινολογέομαι,κοινολογέω,,,,,,,,,,,,,,,,,,,v-pfpema-,,,,,,,
20683,σκήψεις,σκήψις,σκῆψις,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
20684,δυνατόν,δυνατός,δύνατος,,,,,,,,,,,,,,,,,,,a-s---na-,,,,,,,
20685,διωρίζοντο,διά-ὠρίζω,διορίζω,,,,,,,,,,,,,,,,,,,v3piie---,,,,,,,
20686,συνθησομένους,συνθέω,συντίθημι,,,,,,,,,,,,,,,,,,,v-pfpmma-,,,,,,,
20687,ἐπιθήσοντας,ἐπιθέω,ἐπιτίθημι,,,,,,,,,,,,,,,,,,,v-pfpama-,,,,,,,
20688,ἐκαραδόκουν,καραδοκέω,ἐκαραδοκέω,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20689,ἐκπορευομένους,ἐκπορεύομαι,ἐκπορεύω,,,,,,,,,,,,,,,,,,,v-pppema-,,,,,,,
20690,ἐξεληλυθότων,ἐξέρχομαι,ἐξελαύνω,,,,,,,,,,,,,,,,,,,v-prpamg-,,,,,,,
20691,ἐκπορευθέντων,ἐκπορεύομαι,ἐκπορεύω,,,,,,,,,,,,,,,,,,,v-pappng-,,,,,,,
20692,στεφάνους,στέφανος,στεφάνος,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20693,Γναΐῳ,Γνάιος,Γναῖος,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
20694,ἐχάρησαν,χαίρω,χαιρω,,,,,,,,,,,,,,,,,,,v3paip---,,,,,,,
20695,ἀπολελύσθαι,ἀπολυω,ἀπολύω,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
20696,πρεσβευταί,πρέσβις,πρεσβευτής,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
20697,ὀγδοαῖος,ὀγδοαῖος,ὀγδόος,,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
20698,ἀποδεδηλῶσθαι,ἀποδηλόω,ἀπό-δηλόω,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
20699,διαλήψεις,διάληψις,διαλήψις,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
20700,διιέναι,διίημι,διιέναι,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
20701,Ἀμίλκου,Ἀμίλκας,Ἀμίλκου,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20702,ἄρμενα,ἄρμενα,ἄρμενον,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
20703,κατάρχει,κατάρχω,καταρχω,,,,,,,,,,,,,,,,,,,v3spia---,,,,,,,
20704,πλείτωσαν,πλέω,πλειτάω,,,,,,,,,,,,,,,,,,,v3ppmm---,,,,,,,
20705,ἐτίμησεν,τιμάω,τιμέω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
20706,ἀνταποστέλλων,ἀντί-ἀποστέλλω,ἀνταποστέλλω,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
20707,θέλωσι,θέλω,ἐθέλω,,,,,,,,,,,,,,,,,,,v3ppsa---,,,,,,,
20708,Ὀροανδέων,Ὀροανδέος,Ὀροανδεῖς,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20709,διαβεβαιώσασθαι,διαβεβαιόομαι,διαβεβαιόω,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
20710,διαπρῆσαι,διά-πρήθω,διαπράσσω,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
20711,ἀποστᾶσαι,ἀφίσταμαι,ἀφεστήξω,,,,,,,,,,,,,,,,,,,v-papafn-,,,,,,,
20712,Μυλασεῖς,Μυλάσιος,Μυλασεύς,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20713,προσένειμαν,προσανέμω,προσνέμω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
20714,παρέσχηντο,παρά-σχάω,παρέχω,,,,,,,,,,,,,,,,,,,v3piie---,,,,,,,
20715,Τελμεσσοῦ,Τελμεσσός,Τελμισσός,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20716,Λυσιμάχειαν,Λυσιμάχεια,Λυσιμαχία,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20717,Τελμεσσόν,Τελμεσσός,Τελμισσός,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20718,ἀναγκαιοτάτων,ἀναγκαιότατος,ἀναγκαῖος,,,,,,,,,,,,,,,,,,,a-p---ngs,,,,,,,
20719,'. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20720,δεδωρυφορηκότας,δωρυφορέω,,,,,,,,,,,,,,,,,,,,,,,,,,,
20721,(Non standard lemma - treat as combined token?),,,,,,,,,,,,,,,,,,,,,,,,,,,,
20722,προβεβουλευμένον,προβεβουλεύομαι,προβουλεύω,,,,,,,,,,,,,,,,,,,v-srpena-,,,,,,,
20723,ἐθισμοὺς,ἐθισμός,ἔθισμα,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20724,βουλήσεως,βουλήσις,βούλησις,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20725,ἐκδιδομένων,ἐκδίδω,ἐκδίδωμι,,,,,,,,,,,,,,,,,,,v-pppeng-,,,,,,,
20726,κηπίων,κήπιον,κηπίον,,,,,,,,,,,,,,,,,,,n-p---ng-,,,,,,,
20727,χειρίζεσθαι,χειρίζομαι,χειρίζω,,,,,,,,,,,,,,,,,,,v--pnm---,,,,,,,
20728,ἐνδεδέσθαι,ἐνδέω,ἐνδέω1,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
20729,χειρίζοντας,χειρίζομαι,χειρίζω,,,,,,,,,,,,,,,,,,,v-pppama-,,,,,,,
20730,ἐνδεδεμένοι,ἐνδέω,ἐνδέω1,,,,,,,,,,,,,,,,,,,v-prpemn-,,,,,,,
20731,προσπεσὸν,προσπίπτω,προσπίτνω,,,,,,,,,,,,,,,,,,,v-sapana-,,,,,,,
20732,ὑποκειμένοις,ὑποκείμαι,ὑπόκειμαι,,,,,,,,,,,,,,,,,,,v-pppend-,v-prpemd-,v-prpend-,,,,,
20733,πελέκεις,πέλεκυς,πελέκεις,πελέκυς,,,,,,,,,,,,,,,,,,n-p---fn-,n-p---ma-,,,,,,
20734,προσδέονται,προσδέομαι,προσδέω,,,,,,,,,,,,,,,,,,,v3ppie---,,,,,,,
20735,τετταρασκαίδεκα,τετταρασκαίδεκα,τετταρασκαιδέκα,,,,,,,,,,,,,,,,,,,m--------,,,,,,,
20736,ἐνιαυσίους,ἐνιάσιος,ἐνιαύσιος,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
20737,τελεῖν,τέλλω,τελέω,,,,,,,,,,,,,,,,,,,v--fna---,v--pna---,,,,,,
20738,προλέγουσιν,προλέγω,προλέγω2,,,,,,,,,,,,,,,,,,,v3ppia---,,,,,,,
20739,ἁθροισθέντων,ἀθροίζω,ἁθροίζω,,,,,,,,,,,,,,,,,,,v-pappmg-,,,,,,,
20740,ἔνειμαν,νέμω,ἔνειμα,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
20741,ἑπομένους,ἑπομαι,ἕπομαι,,,,,,,,,,,,,,,,,,,v-pppema-,,,,,,,
20742,προσαχθέντων,προσάγω,προσάσσω,,,,,,,,,,,,,,,,,,,v-pappmg-,,,,,,,
20743,ἐκλέξωσι,ἐκ-λέγω3,ἐκλέγω,,,,,,,,,,,,,,,,,,,v3pasa---,,,,,,,
20744,εἰώθεσαν,ἐθίζω,ἔθω,,,,,,,,,,,,,,,,,,,v3plia---,,,,,,,
20745,ἁθροίσαντες,ἀθροίζω,ἁθροίζω,,,,,,,,,,,,,,,,,,,v-papamn-,,,,,,,
20746,ἐπειλεγμένους,ἐπειλέγω,ἐπιλέγω,,,,,,,,,,,,,,,,,,,v-prpema-,,,,,,,
20747,προσήκοντες,προσήκω,προσἡκω,,,,,,,,,,,,,,,,,,,v-pppamn-,,,,,,,
20748,προπορευόμενοι,προπορεύομαι,προπορεύω,,,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
20749,προειρημένῃ,προειρημένος,προερέω,προλέγω,,,,,,,,,,,,,,,,,,v-srpefd-,,,,,,,
20750,ἁστάτους,ἁστάτοι,ἁστάτος,ἄστατοι,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20751,πρίγκιπας,πρίγκιπες,πρίγκιψ,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20752,τριαρίους,τριάριοι,τριάριος,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
