form,lemmi_originari,lemmi_dizionario,match_ratio
συναρμόζεσθαι,['συναρμόζω'],['συναρμόζω'],1/1
συνεξομοιοῦν,['συνεξομοιόω'],['συνεξομοιόω'],1/1
δειπνοῦντα,['δειπνέω'],['δειπνέω'],1/1
θεασάμενον,['θεάω'],['θεάομαι'],0/1
φατνωματικήν,['φατνωματικός'],['φατνωματικός'],1/1
διαμνημονεύουσι,['διαμνημονεύω'],['διαμνημονεύω'],1/1
κωλύουσαν,['κωλύω'],['κωλύω'],1/1
συνεθιζόμενοι,['συνεθίζω'],['συνεθίζω'],1/1
τοῦτὸ,['οὗτος'],['οὗτος'],1/1
συνεχέσι,['συνεχής'],['συνεχής'],2/2
πυκναῖς,['πυκνός'],['πυκνός'],2/2
ἀντιπάλους,['ἀντίπαλος'],['ἀντίπαλος'],3/3
τετρωμένον,['τιτρώσκω'],['τιτρώσκω'],2/2
Ἀνταλκίδας,['Ἀνταλκίδας'],['Ἀνταλκίδας'],1/1
διδασκάλια,['διδασκάλιον'],['διδασκάλιον'],1/1
ἀπολαμβάνεις,['ἀπολαμβάνω'],['ἀπολαμβάνω'],1/1
νομοθετήματα,['νομοθέτημα'],['νομοθέτημα'],1/1
κομιζόμενα,['κομίζω'],['κομίζω'],1/1
γενέσεις,['γένεσις'],['γένεσις'],2/2
σωφρονίζειν,['σωφρονίζω'],['σωφρονίζω'],1/1
γυναικοκρατίας,['γυναικοκρατία'],['γυναικοκρατία'],1/1
ἐνδεχομένην,['ἐνδέχομαι'],['ἐνδέχομαι'],3/3
δρόμοις,['δρόμος'],['δρόμος'],2/2
πάλαις,['πάλη'],['πάλη'],1/1
βολαῖς,['βολή'],['βολή'],1/1
δίσκων,['δίσκος'],['δίσκος'],1/1
ἀκοντίων,['ἀκόντιον'],['ἀκόντιον'],1/1
διεπόνησεν,['διαπονέω'],['διαπονέω'],1/1
βλαστάνοι,['βλαστάνω'],['βλαστάνω'],1/1
αὐταί,['αὐτός'],['αὐτός'],1/1
ἀγωνίζοιντο,['ἀγωνίζομαι'],['ἀγωνίζομαι'],1/1
σκιατραφίαν,['σκιατραφία'],['σκιατραφία'],1/1
θηλύτητα,['θηλύτης'],['θηλύτης'],1/1
εἴθισε,['ἐθίζω'],['ἐθίζω'],1/1
κόρων,['κόρος2'],['κόρος'],0/1
γυμνάς,['γυμνός'],['γυμνός'],1/1
ἄδειν,['ἀνδάνω'],['ἀνδάνω'],1/1
λέγουσαι,['λέγω3'],['λέγω'],0/1
εὐχρήστως,['εὔχρηστος'],['εὔχρηστος'],1/1
ἁμαρτανομένων,['ἁμαρτάνω'],['ἁμαρτάνω'],2/2
διεξιοῦσαι,['διέξειμι'],['διέξειμι'],1/1
ἐγκωμιασθεὶς,['ἐγκωμιάζω'],['ἐγκωμιάζω'],1/1
μεγαλυνόμενος,['μεγαλύνω'],['μεγαλύνω'],1/1
σκωμμάτων,['σκῶμμα'],['σκῶμμα'],1/1
δήξεις,['δῆξις'],['δῆξις'],1/1
ἀμβλύτεραι,['ἀμβλύς'],['ἀμβλύς'],1/1
νουθετημάτων,['νουθέτημα'],['νουθέτημα'],1/1
γύμνωσις,['γύμνωσις'],['γύμνωσις'],1/1
ἀπούσης,['ἄπειμι1'],['ἄπειμι'],0/2
ἐθισμὸν,['ἐθισμός'],['ἐθισμός'],2/2
παρέγευεν,['παραγεύω'],['παραγεύω'],1/1
ἀγεννοῦς,['ἀγεννής'],['ἀγεννής'],2/2
μετουσίαν,['μετουσία'],['μετουσία'],2/2
Γοργοῦς,['Γοργώ'],['Γοργώ'],1/1
ἄρχετε,['ἄρχω'],['ἄρχω'],3/3
Λάκαιναι,['Λάκαινα'],['Λάκαινα'],1/1
τίκτομεν,['τίκτω'],['τίκτω'],1/1
παρορμητικὰ,['παρορμητικός'],['παρορμητικός'],1/1
ἀποδύσεις,['ἀπόδυσις'],['ἀπόδυσις'],1/1
ἀγομένων,['ἄγω'],['ἄγω'],2/2
γεωμετρικαῖς,['γεωμετρικός'],['γεωμετρικός'],1/1
ἀγάμοις,['ἄγαμος'],['ἄγαμος'],1/1
εἴργοντο,['ἔργω1'],['ἔργω'],0/1
γυμνοπαιδίαις,['Γυμνοπαιδίαι'],['γυμνοπαιδίαι'],0/1
περιϊέναι,['περί-εἶμι'],['περίειμι'],0/1
περιϊόντες,['περίειμι1'],['περίειμι'],0/1
πάσχοιεν,['πάσχω'],['πάσχω'],1/1
ἀπειθοῦσι,['ἀπειθέω'],['ἀπειθέω'],1/1
πρεσβυτέροις,['πρέσβυς'],['πρέσβυς'],5/5
Δερκυλλίδαν,['Δερκυλλίδας'],['Δερκυλλίδας'],1/1
ἀώρους,['ἄωρος1'],['ἄωρος'],0/1
φωτός,['φώς'],['φώς'],1/1
παρεισελθὼν,['παρεισέρχομαι'],['παρεισέρχομαι'],2/2
συνευπορούσης,['συνευπορέω'],['συνευπορέω'],1/1
σύνοδος,['σύνοδος2'],['σύνοδος'],0/1
γονίμους,['γόνιμος'],['γόνιμος'],1/1
διακορεῖς,['διακορής'],['διακορής'],1/1
ἐναπολείποντας,['ἐν-ἀπολιμπάνω'],['ἐναπολείπω'],0/1
διεῖπε,['διεῖπον'],['διαλέγω'],0/1
ἀναξίαν,['ἀναξία'],['ἀναξία'],1/1
τεκνώσεως,['τέκνωσις'],['τέκνωσις'],1/1
μετιόντων,['μέτειμι2'],['μέτειμι'],0/1
εὐτέκνων,['εὔτεκνος'],['εὔτεκνος'],1/1
παρήλικες,['παρῆλιξ'],['παρῆλιξ'],1/1
τοὐναντίον,"['ἐναντίον', 'ἐναντίος']",['ἐναντίος'],2/5
Ταΰγετον,['Ταύγετον'],"['Ταύγετος', 'Ταύγετον']",2/2
φαρμακευομένην,['φαρμακεύω'],['φαρμακεύω'],1/1
μελήσειν,['μέλω'],['μέλω'],2/2
ἀγαμένους,['ἀγάω'],['ἄγαμαι'],0/1
πλείονες,['πλείων'],['πολύς'],0/3
πειρώμενον,"['πειράζω', 'πειράω']",['πειράω'],3/4
δοκούσης,"['δοκόω', 'δοκέω']",['δοκέω'],2/4
ἀπάρας,['ἀπαίρω'],['ἀπαίρω'],1/1
μετοίσων,['μεταφέρω'],['μεταφέρω'],1/1
κατεπραΰνοντο,['καταπραύνω'],['καταπραύνω'],1/1
λεληθότως,['λεληθότως'],['λεληθότως'],1/1
συνῳκειοῦντο,['συνοικειόω'],['συνοικειόω'],1/1
παίδευσιν,['παίδευσις'],['παίδευσις'],1/1
Κρεοφύλου,['Κρεοφύλος'],['Κρεόφυλος'],0/1
ἀναμεμιγμένον,['ἀναμίσγω'],['ἀναμίγνυμι'],0/1
γνωρίμην,['γνώριμος'],['γνώριμος'],1/1
βαναύσους,['βάναυσος'],['βάναυσος'],2/2
Γυμνοσοφισταῖς,['Γυμνοσοφισταί'],['Γυμνοσοφισταί'],1/1
ἀπόντα,['ἄπειμι1'],['ἄπειμι'],0/3
συμπαρόντος,['συμπάρειμι1'],['συμπάρειμι'],0/2
ἄρξεται,['ἄρχω'],['ἄρχω'],1/1
προσεῖπε,['προσεῖπον'],['προσλέγω'],0/1
ἀναρρωννύντων,['ἀναρρώννυμι'],['ἀναρρώννυμι'],1/1
ἀποδειλιάσαντες,['ἀποδειλιάω'],['ἀποδειλιάω'],1/1
Σφαῖρος,['σφαῖρος'],['σφαῖρος'],1/1
νεώτατοι,"['νεώτατος', 'νέος']",['νέος'],1/2
Συλλανίου,['Συλλανίος'],['Συλλάνιος'],0/1
Ἀθανᾶς,['̓Αθήνη'],['̓Αθήνη'],1/1
Συλλανίας,['Συλλανία'],['Συλλάνιος'],0/1
φυλάξαντα,['φυλάζω'],['φυλάσσω'],0/1
ἀρχαγέταις,['ἀρχηγέτης'],['ἀρχαγέτης'],0/1
Βαβύκας,['βαβύκα'],['βαβύκα'],1/1
ἀρχαγέται,['ἀρχηγέτης'],['ἀρχαγέτης'],0/1
Βαβύκαν,['βαβύκα'],['Βαβύκα'],0/2
Οἰνοῦντα,"['οἰνόω', 'Οἰνοῦς']",['Οἰνοῦς'],2/3
γνωριμωτάτους,['γνώριμος'],['γνώριμος'],1/1
προσκήνια,['προσκήνιον'],['προσκήνιον'],1/1
παραβιαζομένων,['παραβιάζομαι'],['παραβιάζομαι'],1/1
παρενέγραψαν,['παρεγγράφω'],['παρεγγράφω'],1/1
αἰ,['εἰ'],['εἰ'],2/2
ἀρχαγέτας,['ἀρχηγέτης'],['ἀρχαγέτης'],0/1
ἀποστατῆρας,['ἀποστατήρ'],['ἀποστατήρ'],1/1
Τυρταῖος,['Τυρταῖος'],['Τυρταῖος'],1/1
Πυθωνόθεν,['Πυθωνόθεν'],['Πυθωνόθεν'],1/1
θεοτιμήτους,['θεοτίμητος'],['θεοτίμητος'],1/1
βασιλῆας,['βασιλεύς'],['βασιλεύς'],1/1
οἷσι,['ὅς'],['ὅς'],1/1
εὐθείαις,['εὐθύς'],['εὐθύς'],1/1
ἀνταπαμειβομένους,['ἀνταπαμείβομαι'],['ἀνταπαμείβομαι'],1/1
μίξαντος,['μίγνυμι'],['μίγνυμι'],1/1
σπαργῶσαν,['σπαργάω'],['σπαργάω'],1/1
θυμουμένην,['θυμόω'],['θυμόω'],1/1
ψάλιον,['ψάλιον'],['ψάλιον'],1/1
ἐμβάλλουσιν,['ἐμβάλλω'],['ἐμβάλλω'],2/2
κατασταθέντων,['καθίστημι'],['καθίστημι'],1/1
παραδώσοντα,['παραδίδωμι'],['παραδίδωμι'],1/1
χρονιωτέραν,['χρόνιος'],['χρόνιος'],2/2
Εὐρυπῶντα,['Εὐρυπών'],['Εὐρυπῶν'],0/1
ἀποβαλοῦσα,['ἀποβάλλω'],['ἀποβάλλω'],1/1
ἐνδοῦναι,['ἐνδίδωμι'],['ἐνδίδωμι'],3/3
χαλάσαι,['χαλάω'],['χαλάω'],1/1
ἐθελήσαντας,['ἐθέλω'],['θέλω'],0/2
κακοπολιτείας,['κακοπολιτεία'],['κακοπολιτεία'],1/1
ἀφορῶσιν,['ἀφοράω'],['ἀφοράω'],1/1
τετυχηκότες,['τυγχάνω'],['τυγχάνω'],1/1
εὐδαιμόνησαν,['εὐδαιμονέω'],['εὐδαιμονέω'],1/1
εὐπειθείᾳ,['εὐπείθεια'],['εὐπείθεια'],1/1
καθεστῶτα,"['καθίστημι', 'καθεστῶτα']",['καθίστημι'],2/3
συνταράξαντες,['συνταράσσω'],['συνταράσσω'],1/1
ἁρμοσάμενος,['ἁρμόζω'],['ἁρμόζω'],2/2
κεράσας,['κεράννυμι'],['κεράννυμι'],1/1
νεανικώτατον,['νεανικός'],['νεανικός'],1/1
ἀναδασμός,['ἀναδασμός'],['ἀναδασμός'],1/1
ἀνωμαλίας,['ἀνωμαλία'],['ἀνωμαλία'],2/2
ἀκτημόνων,['ἀκτήμων'],['ἀκτήμων'],1/1
συνερρυηκότος,['συρρέω'],['συρρέω'],1/1
πρεσβύτερα,['πρέσβυς'],['πρέσβυς'],1/1
νοσήματα,['νόσημα'],['νόσημα'],1/1
θέντας,['τίθημι'],['τίθημι'],1/1
ἀναδάσασθαι,['ἀναδατέομαι'],['ἀναδατέομαι'],1/1
βίοις,['βίος'],['βίος'],4/4
μετιόντας,"['μέτειμι1', 'μέτειμι2']",['μέτειμι'],0/2
ἀνισότητος,['ἀνισότης'],['ἀνισότης'],1/1
ψόγος,['ψόγος'],['ψόγος'],1/1
περιοίκοις,['περίοικος'],['περίοικος'],2/2
συντελοῦσαν,['συντελέω'],['συντελέω'],1/1
ἐνακισχιλίους,['ἐνακισχίλιοι'],['ἐνακισχίλιοι'],1/1
κλῆροι,['κλῆρος'],['κλῆρος'],1/1
νεῖμαι,['νέμω'],['νέμω'],1/1
ἐνακισχιλίων,['ἐνακισχίλιοι'],['ἐνακισχίλιοι'],2/2
κλῆρος,['κλῆρος'],['κλῆρος'],1/1
κριθῶν,['κριθή'],['κριθή'],5/5
μεδίμνους,['μέδιμνος'],['μέδιμνος'],5/5
εἵλωτας,['Εἵλως'],['Εἵλως'],4/4
ἀποτεμόμενοι,['ἀποτέμνω'],['ἀποτέμνω'],1/1
ἀρκέσειν,['ἀρκέω'],['ἀρκέω'],2/2
δεησομένοις,['δέω2'],[],0/1
τεθερισμένην,['θερίζω'],['θερίζω'],1/1
σωροὺς,['σωρός'],['σωρός'],1/1
παραλλήλους,['παράλληλος'],['παράλληλος'],2/2
μειδιᾶσαι,['μειδιάω'],['μειδιάω'],1/1
νενεμημένων,['νέμω'],['νέμω'],1/1
περιῆλθεν,['περιέρχομαι'],['περιέρχομαι'],2/2
κατεπολιτεύσατο,['καταπολιτεύομαι'],['καταπολιτεύομαι'],1/1
ἀκυρώσας,['ἀκυρόω'],['ἀκυρόω'],1/1
σιδηρῷ,['σιδήρεος'],['σιδήρεος'],1/1
ἀμοιβὴν,['ἀμοιβή'],['ἀμοιβή'],2/2
ἀποθήκης,['ἀποθήκη'],['ἀποθήκη'],1/1
κλέπτειν,['κλέπτω'],['κλέπτω'],4/4
δωροδοκεῖν,['δωροδοκέω'],['δωροδοκέω'],1/1
κατακρύψαι,['κατακρύπτω'],['κατακρύπτω'],1/1
ζηλωτόν,['ζηλωτός'],['ζηλωτός'],1/1
λυσιτελές,['λυσιτελής'],['λυσιτελής'],2/2
διαπύρου,['διαπυρος'],['διάπυρος'],0/1
κατασβέσας,['κατασβέννυμι'],['κατασβέννυμι'],1/1
ἀδρανοῦς,['ἀδρανής'],['ἀδρανής'],1/1
δυσέργου,['δύσεργος'],['δύσεργος'],1/1
περισσῶν,['περισσός'],['περισσός'],1/1
ξενηλασίαν,['ξενηλασία'],['ξενηλασία'],1/1
νομίσματι,['νόμισμα'],['νόμισμα'],2/2
συνεκπεσεῖσθαι,['συνεκπίπτω'],['συνεκπίπτω'],1/1
Ἀποθέτας,['ἀποθέται'],['Ἀπόθεται'],0/1
εὐπειθείας,['εὐπείθεια'],['εὐπείθεια'],1/1
ἀγλαΐα,['ἀγλαία'],['ἀγλαία'],1/1
Μούσαις,['Μοῦσαι'],['Μοῦσα'],0/1
χίμαιραν,['χίμαιρα'],['χίμαιρα'],1/1
παιᾶνος,['Παιάν'],['παιάν'],0/1
ἁμίλλαις,['ἅμιλλα'],['ἅμιλλα'],1/1
ἀπολεγομένους,['ἀπολέγω1'],['ἀπολέγω'],0/1
παρακεχωρηκότας,['παραχωρέω'],['παραχωρέω'],1/1
ἐνδοξοτέραν,['ἔνδοξος'],['ἔνδοξος'],2/2
κοινά,['κοινός'],['κοινός'],3/3
πυθόμενὸς,['πύθω'],['πυνθάνομαι'],0/1
ἀθυμοῦντα,['ἀθυμόω'],"['ἀθυμόω', 'ἀθυμέω']",1/1
συμπαρόντας,['συμπάρειμι1'],['συμπάρειμι'],0/1
τύχοιεν,['τυγχάνω'],['τυγχάνω'],4/4
ἀγοραῖον,['ἀγοραῖος'],['ἀγοραῖος'],1/1
ἐλαφρῶς,['ἐλαφρός'],['ἐλαφρός'],1/1
Γέλωτος,['γέλως'],['Γέλως'],0/1
εἴθιζε,['ἐθίζω'],['ἐθίζω'],2/2
εἱλουμένους,['εἱλέω'],['εἱλέω'],1/1
βελτίονας,"['βελτίων', 'ἀγαθός']",['ἀγαθός'],3/7
κείροντες,['κείρω'],['κείρω'],1/1
αἴκα,['ἐάν'],['ἐάν'],2/2
Βρασίδας,"['Βρασίδας', 'Βρασίδης']",['Βρασίδης'],1/3
λέγετε,['λέγω3'],['λέγω'],0/1
τήνου,['ἐκεῖνος'],['ἐκεῖνος'],1/1
περιμαχητότατος,['περιμάχητος'],['περιμάχητος'],1/1
σωφρονέστατον,['σώφρων'],['σώφρων'],2/2
καθείργνυντο,['κατείργνυμι'],['καθείργνυμι'],0/1
φιδιτίου,['φιλίτιον'],['φιδίτιον'],0/1
παρουσῶν,['πάρειμι1'],['πάρειμι'],0/2
κἀκείνην,['ἐκεῖνος'],['καί ἐκεῖνος'],0/1
ζηλουμένην,['ζηλέω'],['ζηλόω'],0/1
ἁψαμένους,['ἅπτω'],['ἅπτω'],1/1
κατεμίγνυε,['καταμίγνυμι'],['καταμίγνυμι'],1/1
κατεπύκνου,['καταπυκνόω'],['καταπυκνόω'],1/1
συνάγοντας,['συνάγω'],['συνάγω'],1/1
συνεφόρουν,['συνεφοράω'],['συμφορέω'],0/1
κατακλάσαντες,['κατακλάω'],['κατακλάω'],1/1
ἀπᾳδούσας,['ἀπᾴδω'],['ἀπᾴδω'],1/1
ἀναπλησθήσεται,['ἀναπίμπλημι'],['ἀναπίμπλημι'],2/2
ἀσυνδήλους,['ἀσύνδηλος'],['ἀσύνδηλος'],1/1
κατιόντες,['κάτειμι'],['κάτειμι'],1/1
εἱλώτων,['Εἵλως'],['Εἵλως'],2/2
κατεμίγνυσαν,['καταμίγνυμι'],['καταμίγνυμι'],1/1
στιβάσι,['στίβασις'],"['στίβασις', 'στιβάς']",1/1
εἵλωσι,['Εἵλως'],['Εἵλως'],2/2
σκληρῶς,['σκληρός'],['σκληρός'],1/1
χορείας,['χορεία'],['χορεία'],1/1
καταγελάστους,['καταγέλαστος'],['καταγέλαστος'],1/1
συνεπιθέσθαι,['συνεπιτίθημι'],['συνεπιτίθημι'],1/1
περιστῆσαι,['περιίστημι'],['περιίστημι'],1/1
προσθείην,['προστίθημι'],['προστίθημι'],1/1
πρᾳότητος,['πραότης'],['πρᾳότης'],0/2
κατειλημμένων,['καταλαμβάνω'],['καταλαμβάνω'],2/2
ἐθισμοῖς,['ἐθισμός'],['ἐθισμός'],2/2
εὐφρανθῆναι,['εὐφραίνω'],['εὐφραίνω'],2/2
ἀνυστὸν,['ἀνυστός'],['ἀνυστός'],1/1
κυριώτατόν,['κύριος'],['κύριος'],1/1
